property_id,project,area,size_sqft,rental_tier,annual_rent_aed,gross_yield_pct,service_charge_matched,sc_rate_aed_sqft,sc_year,sc_project,vacancy_available,management_available,maintenance_available,eligibility_level
1208,Marquise Square,Business Bay,1064.0,R4,96000.0,4.57,False,,,,False,False,False,GROSS_ONLY
7157,The Atria,Business Bay,2004.0,R2,134400.0,3.22,False,,,,False,False,False,GROSS_ONLY
6316,Me Do Re,Jumeirah Lake Towers,2233.0,R4,153600.0,2.79,False,,,,False,False,False,GROSS_ONLY
5216,Oxford Terraces 2,Jumeirah village circle,1150.0,R2,124800.0,6.75,False,,,,False,False,False,GROSS_ONLY
1746,Binghatti Nova,Jumeirah village circle,635.0,R2,62400.0,6.57,False,,,,False,False,False,GROSS_ONLY
2185,Azizi Amber,Al Furjan,992.0,R2,86400.0,5.96,False,,,,False,False,False,GROSS_ONLY
2859,Oxford Terraces 2,Jumeirah village circle,482.0,R2,63360.0,7.2,False,,,,False,False,False,GROSS_ONLY
3453,Samana Hills,Arjan,360.0,R2,45120.0,7.52,False,,,,False,False,False,GROSS_ONLY
1848,Binghatti Twilight,Al Jadaf Waterfront,807.0,R4,67200.0,5.01,False,,,,False,False,False,GROSS_ONLY
7299,The Residence by Prestige One,Jumeirah village circle,790.0,R2,69120.0,6.29,False,,,,False,False,False,GROSS_ONLY
2435,Royal Yacht Club Residence,Dubai Islands,720.0,NONE,,,False,,,,False,False,False,NONE
4695,Oxford Terraces 2,Jumeirah village circle,796.0,R2,86400.0,6.91,False,,,,False,False,False,GROSS_ONLY
2785,Vincitore Volare,Arjan,1430.0,R4,86400.0,5.08,False,,,,False,False,False,GROSS_ONLY
802,Azizi Amber,Al Furjan,1261.0,R2,86400.0,4.2,False,,,,False,False,False,GROSS_ONLY
6436,Jumeirah Asora Bay,La Mer,6328.0,NONE,,,False,,,,False,False,False,NONE
7246,Azizi Lina,Jebel Ali,1758.0,R4,78720.0,3.57,False,,,,False,False,False,GROSS_ONLY
2166,The Cove,Dubai Creek Harbour,745.0,R2,105600.0,4.59,False,,,,False,False,False,GROSS_ONLY
4286,Binghatti Galaxy,Jumeirah village circle,670.0,R2,50880.0,5.5,False,,,,False,False,False,GROSS_ONLY
7412,Serenity Lakes 5,Jumeirah village circle,993.0,R4,69120.0,5.32,False,,,,False,False,False,GROSS_ONLY
5104,Binghatti Tulip,Jumeirah village circle,1221.0,R2,105600.0,6.32,False,,,,False,False,False,GROSS_ONLY
5793,AG Tower,Business Bay,1465.0,R2,96000.0,4.29,False,,,,False,False,False,GROSS_ONLY
1298,Creek Rise Tower 1,Dubai Creek Harbour,2987.0,R4,278400.0,2.84,False,,,,False,False,False,GROSS_ONLY
5983,Raffles The Palm Dubai,Palm Jumeirah,3337.0,R4,312000.0,1.21,False,,,,False,False,False,GROSS_ONLY
4432,Binghatti Rose,Jumeirah village circle,939.0,R2,81600.0,6.94,False,,,,False,False,False,GROSS_ONLY
4762,Ashton Park Residences,Jumeirah village circle,933.0,R2,72000.0,5.54,False,,,,False,False,False,GROSS_ONLY
2266,Me Do Re,Jumeirah Lake Towers,620.0,R2,73652.0,5.67,False,,,,False,False,False,GROSS_ONLY
3600,Bayshore at Creek Beach,Dubai Creek Harbour,985.0,R4,117600.0,4.7,False,,,,False,False,False,GROSS_ONLY
4140,Binghatti Gardenia,Jumeirah village circle,324.0,R2,45120.0,6.73,False,,,,False,False,False,GROSS_ONLY
1175,Me Do Re,Jumeirah Lake Towers,1095.0,R2,120000.0,5.45,False,,,,False,False,False,GROSS_ONLY
556,Mosela Waterside Residences,The Greens,1439.0,R4,86400.0,3.3,False,,,,False,False,False,GROSS_ONLY
5593,Me Do Re,Jumeirah Lake Towers,1387.0,R2,163200.0,4.66,False,,,,False,False,False,GROSS_ONLY
5513,Canal Residence West,Dubai Sports City,1380.0,R4,76800.0,5.49,False,,,,False,False,False,GROSS_ONLY
2816,Gardenia Residency,Jumeirah village circle,328.0,R3,43200.0,5.76,False,,,,False,False,False,GROSS_ONLY
152,Marina Star,Dubai Marina,505.0,R2,76800.0,3.95,False,,,,False,False,False,GROSS_ONLY
1641,Ashton Park Residences,Jumeirah village circle,402.0,R2,45120.0,5.64,False,,,,False,False,False,GROSS_ONLY
408,Binghatti Crescent,Jumeirah village circle,728.0,R2,72000.0,6.0,False,,,,False,False,False,GROSS_ONLY
6627,Royal Bay,Palm Jumeirah,1494.0,R2,154289.0,4.35,False,,,,False,False,False,GROSS_ONLY
2199,LIV Residence,Dubai Marina,521.0,R2,72000.0,4.36,False,,,,False,False,False,GROSS_ONLY
5319,LIV Residence,Dubai Marina,919.0,R2,124800.0,4.99,False,,,,False,False,False,GROSS_ONLY
8327,Aykon City Tower,Business Bay,819.0,R4,86400.0,3.73,False,,,,False,False,False,GROSS_ONLY
3119,Marina Arcade Tower,Dubai Marina,2466.0,R4,187200.0,4.49,False,,,,False,False,False,GROSS_ONLY
7426,Barari Views,Al Barari,1271.0,R2,86400.0,5.91,False,,,,False,False,False,GROSS_ONLY
5,Avanti Tower,Business Bay,1270.0,R2,115200.0,4.98,False,,,,False,False,False,GROSS_ONLY
7799,Avanti Tower,Business Bay,350.0,R3,54331.0,5.72,False,,,,False,False,False,GROSS_ONLY
2236,Ashton Park Residences,Jumeirah village circle,1145.0,R4,73347.0,3.49,False,,,,False,False,False,GROSS_ONLY
4513,The Cove,Dubai Creek Harbour,1898.0,R2,220800.0,4.01,False,,,,False,False,False,GROSS_ONLY
3150,Creek Gate Tower 2,Dubai Creek Harbour,2162.0,R4,201600.0,3.88,False,,,,False,False,False,GROSS_ONLY
7461,The Atria,Business Bay,559.0,R3,61701.0,4.5,False,,,,False,False,False,GROSS_ONLY
6217,Golf Links,Emaar South,4309.0,R4,122880.0,3.0,True,18.36,2026.0,GOLF LINKS ,False,False,False,SERVICE_CHARGE_ADJUSTED
5075,Ellington Beach House,Palm Jumeirah,1028.0,R4,139200.0,3.24,False,,,,False,False,False,GROSS_ONLY
2178,Binghatti House,Jumeirah village circle,310.0,R2,43200.0,5.92,False,,,,False,False,False,GROSS_ONLY
7953,Imperial Avenue,Downtown Dubai,3124.0,R4,327360.0,2.56,False,,,,False,False,False,GROSS_ONLY
1821,Binghatti Crescent,Jumeirah village circle,1682.0,R4,100800.0,4.2,False,,,,False,False,False,GROSS_ONLY
6099,The Cove,Dubai Creek Harbour,1839.0,R2,220800.0,3.68,False,,,,False,False,False,GROSS_ONLY
2170,DAMAC Majestine,Business Bay,1420.0,R4,121928.0,4.35,False,,,,False,False,False,GROSS_ONLY
3043,Casa Aura Residence,Dubai South,407.0,R3,38400.0,3.84,False,,,,False,False,False,GROSS_ONLY
7848,Samana Hills,Arjan,1561.0,R4,91200.0,4.35,False,,,,False,False,False,GROSS_ONLY
8057,Binghatti Royale,Jumeirah village circle,2102.0,R2,172800.0,3.84,False,,,,False,False,False,GROSS_ONLY
5370,Trillionaire Residences,Business Bay,796.0,R4,86400.0,3.46,False,,,,False,False,False,GROSS_ONLY
717,Bayshore at Creek Beach,Dubai Creek Harbour,1493.0,R4,158400.0,3.52,False,,,,False,False,False,GROSS_ONLY
7170,AG Tower,Business Bay,820.0,R2,78720.0,4.5,False,,,,False,False,False,GROSS_ONLY
5407,Uniestate Prime Tower,Jumeirah village circle,2972.0,R4,134400.0,5.23,False,,,,False,False,False,GROSS_ONLY
7349,Cayan Tower,Dubai Marina,2912.0,R2,317520.0,5.29,False,,,,False,False,False,GROSS_ONLY
4975,Trillionaire Residences,Business Bay,1346.0,R4,120000.0,2.67,False,,,,False,False,False,GROSS_ONLY
7005,Binghatti Dusk,Jumeirah village circle,424.0,R3,43200.0,4.4,False,,,,False,False,False,GROSS_ONLY
564,Marina Star,Dubai Marina,2497.0,R4,192000.0,1.75,False,,,,False,False,False,GROSS_ONLY
533,Binghatti Galaxy,Jumeirah village circle,1353.0,R4,86400.0,3.32,False,,,,False,False,False,GROSS_ONLY
2505,Serenity Lakes 2,Jumeirah village circle,2270.0,R4,120019.0,5.22,False,,,,False,False,False,GROSS_ONLY
4938,Nobles Tower,Business Bay,1186.0,R4,105600.0,3.06,False,,,,False,False,False,GROSS_ONLY
4665,Raffles The Palm Dubai,Palm Jumeirah,972.0,R4,139200.0,3.09,False,,,,False,False,False,GROSS_ONLY
7622,The Pad by Omniyat,Business Bay,1215.0,R4,110400.0,4.09,False,,,,False,False,False,GROSS_ONLY
4165,Ahad Residences,Business Bay,1625.0,R2,187200.0,5.72,True,20.26,2026.0,Ahad Residences,False,False,False,SERVICE_CHARGE_ADJUSTED
5712,Imperial Avenue,Downtown Dubai,5198.0,R4,1872000.0,7.49,False,,,,False,False,False,GROSS_ONLY
5366,Marina Arcade Tower,Dubai Marina,5324.0,R4,451201.0,4.24,False,,,,False,False,False,GROSS_ONLY
2381,Mama Residences,Business Bay,447.0,R3,59904.0,3.74,False,,,,False,False,False,GROSS_ONLY
6003,Raffles The Palm Dubai,Palm Jumeirah,2333.0,R4,216720.0,1.92,False,,,,False,False,False,GROSS_ONLY
6246,The Palm Tower,Palm Jumeirah,1055.0,R2,240000.0,2.4,False,,,,False,False,False,GROSS_ONLY
